,release_date,movie,distributor,domestic_box_office_to_date,trailer
6156,2014-07-18,An American in Hollywood ,,, 
6157,2014-07-18,Among Ravens ,Gravitas Ventures,, 
6158,2014-07-18,Mood Indigo ,Drafthouse Films,303187, 
6159,2014-07-18,I Origins ,Fox Searchlight,336472,Play
6160,2014-07-18,K Missing Kings ,Eleven Arts,, 
6161,2014-07-18,Thereâs No Place Like Utopia ,Rocky Mountain Pictures,45254, 
6162,2014-07-18,A Five Star Life ,Music Box Films,306917, 
6163,2014-07-18,Video Games: The Movie ,Variance Films,23043, 
6164,2014-07-18,Wish I Was Here ,Focus Features,3591299,Play
6165,2014-07-20,Monty Python Live ,NCM Fathom,, 
6166,2014-07-22,Glenn Beckâs We Will Not Conform ,NCM Fathom,, 
6167,2014-07-23,The Endless Summer ,Monterey Media,10233, 
6168,2014-07-23,A Master Builder ,Abramorama Films,46874, 
6169,2014-07-24,Thirumanam Ennum Nikkah ,AIM Distribution,, 
6170,2014-07-25,And So It Goes ,Clarius Entertainment,15160801,Play
6171,2014-07-25,Hercules ,Paramount Pictures,72688614,Play
6172,2014-07-25,Lucy ,Universal,126573960,Play
6173,2014-07-25,Beneath ,IFC Midnight,, 
6174,2014-07-25,Come Back to Me ,Freestyle Releasing,7744, 
6175,2014-07-25,Eyjafjallajokull ,Entertainment One,, 
6176,2014-07-25,Fanny ,Kino Lorber,624000, 
6177,2014-07-25,The Fluffy Movie ,Open Road,2827393,Play
6178,2014-07-25,Happy Christmas ,Magnolia Pictures,30312, 
6179,2014-07-25,Ironclad: Battle for Blood ,XLrator Media,, 
6180,2014-07-25,Kick ,UTV Communications,2472695, 
6181,2014-07-25,The Kill Team ,Oscilloscope Pictures,19183, 
6182,2014-07-25,Magic in the Moonlight ,Sony Pictures Classics,10534510,Play
6183,2014-07-25,A Most Wanted Man ,Roadside Attractions,17237855,Play
6184,2014-07-25,My Man is a Loser ,Lionsgate,, 
6185,2014-07-25,The Privileged ,,, 
6186,2014-07-25,Sheâs Dating the Gangster ,ABS-CBN,, 
6187,2014-07-25,Very Good Girls ,TriBeca Films,, 
6188,2014-07-25,Hercules ,Paramount Pictures,72688614,Play
6189,2014-07-26,Cry Now ,Freestyle Releasing,, 
6190,2014-08-01,Get on Up ,Universal,30569935,Play
6191,2014-08-01,Guardians of the Galaxy ,Walt Disney,333172112,Play
6192,2014-08-01,4 Minute Mile ,Gravitas Ventures,, 
6193,2014-08-01,Behaving Badly ,Vertical Entertainment,, 
6194,2014-08-01,Cabin Fever: Patient Zero ,Image Entertainment,, 
6195,2014-08-01,Calvary ,Fox Searchlight,3600006,Play
6196,2014-08-01,Child of God ,Well Go USA,37949, 
6197,2014-08-01,Finding Fela! ,Kino Lorber,120980, 
6198,2014-08-01,Louder Than Words ,,, 
6199,2014-08-01,The Almost Man ,Big World Pictures,, 
6200,2014-08-01,The Strange Little Cat ,KimStim,, 
6201,2014-08-01,Moebius ,RAM Releasing,2340, 
6202,2014-08-01,Rich Hill ,The Orchard,, 
6203,2014-08-01,Sarabham ,AIM Distribution,, 
6204,2014-08-01,Guardians of the Galaxy ,Walt Disney,333172112,Play
6205,2014-08-06,Web Junkie ,Kino Lorber,5338, 
6206,2014-08-07,DCI: Big Loud Live 11 ,NCM Fathom,, 
6207,2014-08-08,The Hundred-Foot Journey ,Walt Disney,54235441,Play
6208,2014-08-08,Into the Storm ,Warner Bros.,47602194,Play
6209,2014-08-08,Teenage Mutant Ninja Turtles ,Paramount Pictures,191204754,Play
6210,2014-08-08,Step Up All In ,Lionsgate,14904384,Play
6211,2014-08-08,Aa Gaye Munde U.K. De ,Yash Raj Films,135000, 
6212,2014-08-08,About Alex ,Screen Media Films,, 
6213,2014-08-08,After ,Paladin,24545, 
6214,2014-08-08,James Cameronâs Deepsea Challenge 3D ,DisruptiveLA,149879, 
6215,2014-08-08,The Dog ,Drafthouse Films,44582, 
6216,2014-08-08,What Now? Remind Me ,Cinema Guild,, 
6217,2014-08-08,Entertainment ,B4U Movies,255000, 
6218,2014-08-08,What If ,CBS Films,3493000,Play
6219,2014-08-08,Fifi Howls from Happiness ,Music Box Films,13614, 
6220,2014-08-08,The Maid's Room ,Paladin,, 
6221,2014-08-08,The Admiral: Roaring Currents ,CJ Entertainment,2830989, 
6222,2014-08-08,Into the Storm ,Warner Bros.,47602194,Play
6223,2014-08-13,Letâs Be Cops ,20th Century Fox,82390774,Play
6224,2014-08-13,Jealousy ,Distrib Films,63946, 
6225,2014-08-14,Rifftax Live: Godzilla ,NCM Fathom,, 
6226,2014-08-15,The Expendables 3 ,Lionsgate,39322544,Play
6227,2014-08-15,The Giver ,Weinstein Co.,45090374,Play
6228,2014-08-15,Dinosaur 13 ,Lionsgate,2500, 
6229,2014-08-15,Fort McCoy ,Monterey Media,78948, 
6230,2014-08-15,Found ,XLrator Media,, 
6231,2014-08-15,Frank ,Magnolia Pictures,645186, 
6232,2014-08-15,It Was You Charlie ,108 Media,, 
6233,2014-08-15,Jake Squared ,Freestyle Releasing,2592, 
6234,2014-08-15,Life After Beth ,A24,80315,Play
6235,2014-08-15,Nightlights ,Indican Pictures,21147, 
6236,2014-08-15,Ragnarok ,Magnolia Pictures,1369, 
6237,2014-08-15,Saints and Soldiers: The Void ,"Purdie Distribution, Excel Entertainment Group",, 
6238,2014-08-15,Septic Man ,Starz Media,, 
6239,2014-08-15,Singham Returns ,Eros Entertainment,1226581, 
6240,2014-08-15,The Trip to Italy ,IFC Films,2873758, 
6241,2014-08-18,Henry & Me ,Distrib Films,, 
6242,2014-08-20,Expedition to the End of the World ,Argot Pictures,33416, 
6243,2014-08-20,Winter in the Blood ,Kino Lorber,, 
6244,2014-08-21,Kabbalah Me ,First Run Features,8671, 
6245,2014-08-22,If I Stay ,Warner Bros.,50474843,Play
6246,2014-08-22,Sin City: A Dame to Kill For ,Weinstein Co.,13757804,Play
6247,2014-08-22,When the Game Stands Tall ,Sony Pictures,30127963,Play
6248,2014-08-22,Abuse of Weakness ,Strand,31557, 
6249,2014-08-22,Another Me ,Fox International,, 
6250,2014-08-22,Are You Here ,Alchemy,, 
6251,2014-08-22,Cam2Cam ,IFC Midnight,, 
6252,2014-08-22,K2: Siren of the Himalayas ,First Run Features,12959, 
6253,2014-08-22,kink ,MPI Media Group,, 
6254,2014-08-22,Leprechaun: Origins ,Lionsgate,, 
6255,2014-08-22,Love is Strange ,Sony Pictures Classics,2262555, 
6256,2014-08-22,The Olivia Experiment ,Indican Pictures,15122, 
6257,2014-08-22,The One I Love ,RADiUS-TWC,511635, 
6258,2014-08-22,The Possession of Michael King ,Anchor Bay Entertainment,, 
6259,2014-08-22,The Prince ,Lionsgate,, 
6260,2014-08-22,To Be Takei ,Starz Media,51481, 
6261,2014-08-27,The November Man ,Relativity,25018119,Play
6262,2014-08-27,Starred Up ,TriBeca Films,54915, 
6263,2014-08-27,Through a Lens Darkly ,First Run Features,65169, 
6264,2014-08-29,"As Above, So Below ",Universal,21222315,Play
6265,2014-08-29,Chef ,Open Road,31424004,Play
6266,2014-08-29,Ghostbusters ,Sony Pictures,242212467,Play
6267,2014-08-29,The Calling ,Vertical Entertainment,, 
6268,2014-08-29,Canopy ,Monterey Media,8462, 
6269,2014-08-29,Cantinflas ,Lionsgate,6382924,Play
6270,2014-08-29,Il conformista ,Kino Lorber,59656, 
6271,2014-08-29,The Congress ,Drafthouse Films,137815, 
6272,2014-08-29,Dwegons and Leprechauns ,,, 
6273,2014-08-29,Once Upon A Time Veronica ,Big World Pictures,2216, 
6274,2014-08-29,The Strange Color of Your Body's Tears ,Strand,7182, 
6275,2014-08-29,Jamie Marks Is Dead ,Gravitas Ventures,, 
6276,2014-08-29,Kundo: Age of the Rampant ,Well Go USA,120857, 
6277,2014-08-29,The Last of Robin Hood ,Samuel Goldwyn Films,171138, 
6278,2014-08-29,Last Weekend ,IFC Films,26111, 
6279,2014-08-29,Life of Crime ,Lionsgate/Roadside Attractions,265452, 
6280,2014-08-29,The Notebook ,Sony Pictures Classics,66235, 
6281,2014-08-29,Raja Natwarlal ,UTV Communications,131105, 
6282,2014-08-29,Road to Ninja: Naruto the Movie ,,, 
6283,2014-08-29,Yellow ,Medient,, 
6284,2014-09-03,Rocks in My Pockets ,Zeitgeist,34236, 
6285,2014-09-05,The Identical ,Freestyle Releasing,2827666,Play
6286,2014-09-05,But Always ,China Lion Film Distribution,417558, 
6287,2014-09-05,The Captive ,Entertainment One,451457, 
6288,2014-09-05,Falcon Rising ,Freestyle Releasing,11774, 
6289,2014-09-05,Wetlands ,Strand,59437, 
6290,2014-09-05,Forrest Gump ,Paramount Pictures,330151138, 
6291,2014-09-05,Frontera ,Magnolia Pictures,59696, 
6292,2014-09-05,God Help the Girl ,Amplify,102757, 
6293,2014-09-05,Holy Ghost ,,, 
6294,2014-09-05,Thunder and the House of Magic ,Shout! Factory,4091, 
6295,2014-09-05,Innocence ,JSC Entertainment,292824, 
6296,2014-09-05,Kelly & Cal ,IFC Films,15297, 
6297,2014-09-05,Last Days in Vietnam ,American Experience/PBS Films,466114, 
6298,2014-09-05,Levitated Mass ,First Run Features,16086, 
6299,2014-09-05,The Longest Week ,Gravitas Ventures,, 
6300,2014-09-05,Mary Kom ,Eros Entertainment,, 
6301,2014-09-05,Memphis ,Kino Lorber,21286, 
6302,2014-09-05,No No: A Dockumentary ,The Orchard,, 
6303,2014-09-05,Pay 2 Play: Democracyâs High Stakes ,"Shoot First, Inc.",11021, 
6304,2014-09-05,The Remaining ,Sony Pictures,1169603, 
6305,2014-09-05,Supercondriaque ,Equinox,, 
6306,2014-09-05,Trailer Park Boys 3: Donât Legalize It ,Screen Media Films,2090607, 
6307,2014-09-10,Born to Fly: Elizabeth Streb vs. Gravity ,The Film Collaborative ,1822, 
6308,2014-09-10,My Old Lady ,Cohen Media Group,4011530, 
6309,2014-09-11,Power ,Cinegalaxy,, 
6310,2014-09-11,Stray Dogs ,Cinema Guild,10433, 
6311,2014-09-12,Dolphin Tale 2 ,Warner Bros.,42024533,Play
6312,2014-09-12,The Drop ,Fox Searchlight,10724389,Play
6313,2014-09-12,No Good Deed ,Sony Pictures,52543632,Play
6314,2014-09-12,108 Stitches ,Freestyle Releasing,, 
6315,2014-09-12,Archaeology of a Woman ,,, 
6316,2014-09-12,At the Devilâs Door ,IFC Films,, 
6317,2014-09-12,Atlas Shrugged: Who Is John Galt? ,Atlas Distribution,851690, 
6318,2014-09-12,Bird People ,IFC Films,25209, 
6319,2014-09-12,The Disappearance of Eleanor Rigby ,Weinstein Co.,587152,Play
6320,2014-09-12,Faith Connections ,Kino Lorber,9111, 
6321,2014-09-12,Finding Fanny ,FIP,623229, 
6322,2014-09-12,The Green Prince ,Music Box Films,258237, 
6323,2014-09-12,Honeymoon ,Magnolia Pictures,9318, 
6324,2014-09-12,I Am Eleven ,Proud Mother Pictures,300968, 
6325,2014-09-12,The Man on Her Mind ,Paladin,, 
6326,2014-09-12,The Mystery of Happiness ,Strand,3894, 
6327,2014-09-12,Pirates ,Well Go USA,160133, 
6328,2014-09-12,The Quitter ,Goodface Films,5588, 
6329,2014-09-12,Sagrada: The Mystery of Creation ,First Run Features,58755, 
6330,2014-09-12,The Skeleton Twins ,Lionsgate/Roadside Attractions,5284309,Play
6331,2014-09-12,Smiling Through the Apocalypse ,First Run Features,4560, 
6332,2014-09-12,Swearnet ,Dada Films,, 
6333,2014-09-12,Take Me to the River ,Abramorama Films,68598, 
6334,2014-09-15,Mudbloods ,Bond/360,, 
6335,2014-09-17,"20,000 Days on Earth ",Drafthouse Films,279558, 
6336,2014-09-17,The Guest ,Picturehouse,369911, 
6337,2014-09-19,The Maze Runner ,20th Century Fox,102427862,Play
6338,2014-09-19,This is Where I Leave You ,Warner Bros.,34296320,Play
6339,2014-09-19,Tusk ,A24,1821983,Play
6340,2014-09-19,A Walk Among the Tombstones ,Universal,26017685,Play
6341,2014-09-19,Art and Craft ,Oscilloscope Pictures,237091, 
6342,2014-09-19,Autumn Blood ,,, 
6343,2014-09-19,Iceman ,Well Go USA,7679, 
6344,2014-09-19,Detained in the Desert ,,, 
6345,2014-09-19,Donât Blink ,,, 
6346,2014-09-19,"Flamenco, Flamenco ",Dada Films,71732, 
6347,2014-09-19,Fort Bliss ,Phase 4 Films,, 
6348,2014-09-19,Hector and the Search for Happiness ,Relativity,1124445,Play
6349,2014-09-19,Hollidaysburg ,Starz Media,3709, 
6350,2014-09-19,Keep On Keepinâ On ,RADiUS-TWC,162530, 
6351,2014-09-19,Khoobsurat ,UTV Communications,1055593, 
6352,2014-09-19,Lifeâs a Breeze ,Magnolia Pictures,3450, 
6353,2014-09-19,Not Cool ,Starz Media,35688, 
6354,2014-09-19,Pump ,Submarine Deluxe,72277, 
6355,2014-09-19,Reclaim ,Lionsgate,, 
6356,2014-09-19,The Scribbler ,XLrator Media,, 
6357,2014-09-19,Space Station 76 ,Vertical Entertainment,, 
6358,2014-09-19,Stop the Pounding Heart ,Big World Pictures,2363, 
6359,2014-09-19,Swim Little Fish Swim ,Under the Milky Way,, 
6360,2014-09-19,Tracks ,Weinstein Co.,509815, 
6361,2014-09-19,Wheels ,,, 
6362,2014-09-19,Yellow Day ,Self Distributed,138325, 
6363,2014-09-19,The Zero Theorem ,Amplify,257706, 
6364,2014-09-19,The Maze Runner ,20th Century Fox,102427862,Play
6365,2014-09-24,Jack and the Cuckoo-Clock Heart ,Dada Films,, 
6366,2014-09-26,The Boxtrolls ,Focus Features,50837305,Play
6367,2014-09-26,The Equalizer ,Sony Pictures,101530738,Play
6368,2014-09-26,Advanced Style ,Bond/360,87909, 
